"reg_number","scale"
1003254,Local
1003255,Local
1003257,Local
1003258,Local
1003259,Regional
1003260,Local
1003262,Local
1003265,Regional
1003266,Local
1003267,Local
1003268,National
1003269,Local
1003270,Local
1003272,National and Overseas
1003273,Local
1003274,National
1003275,Local
1003277,National
1003279,National
1003282,Local
1003283,National
1003285,Local
1003286,Local
1003287,Local
1003288,Local
1003289,Local
1003290,National
1003291,Local
1003292,Local
1003293,Regional
1003294,Local
1003295,Regional
1003296,Local
1003298,Local
1003299,National
1003300,Local
1003301,Local
1003302,Regional
1003305,Local
1003306,Local
1003308,Local
1003309,National
1003310,Local
1003311,Regional
1003312,Local
1003313,National
1003314,Regional
1003315,Local
1003316,National
1003317,National
1003318,Local
1003319,Local
1003322,Local
1003323,National and Overseas
1003327,National
1003328,Local
1003329,Local
1003330,National
1003331,National and Overseas
1003332,Regional
1003333,Regional
1003334,Overseas
1003336,Local
1003338,National
1003339,National
1003340,Local
1003342,National
1003343,Local
1003345,Regional
1003347,National
1003351,Local
1003352,Local
1003354,Local
1003355,National
1003357,Regional
1003358,National
1003359,National and Overseas
1003360,Local
1003361,National
1003362,Regional
1003363,Regional
1003365,Local
1003366,Regional
1003367,Regional
1003369,Local
1003370,Local
1003371,National
1003373,National
1003376,Local
1003377,Regional
1003378,National and Overseas
1003381,Local
1003383,Local
1003387,Local
1003388,Local
1003390,Local
1003392,National
1003394,Local
1003395,Local
1003397,Local
1003398,Local
1003399,Local
1003400,National
1003401,Local
1003402,Local
1003403,Regional
1003404,Regional
1003405,Local
1003408,National and Overseas
1003409,National and Overseas
1003410,Local
1003412,Local
1003413,Local
1003414,Local
1003415,Local
1003416,Local
1003417,National
1003418,Overseas
1003419,National
1003420,Regional
1003421,Local
1003423,National
1003425,National
1003426,Regional
1003427,Regional
1003429,Local
1003430,Regional
1003431,National
1003432,National and Overseas
1003434,Local
1003435,Regional
1003436,National
1003437,National
1003438,Local
1003439,Local
1003440,Regional
1003441,National
1003443,Local
1003445,Local
1003446,Local
1003447,Local
1003448,Local
1003450,National
1003451,Regional
1003453,Local
1003454,Local
1003455,Local
1003456,Local
1003459,National
1003460,Local
1003461,National
1003462,Local
1003465,National
1003466,Local
1003467,Regional
1003468,Regional
1003469,Local
1003470,Regional
1003471,National and Overseas
1003472,Local
1003473,Local
1003474,National
1003475,Local
1003476,Regional
1003477,National and Overseas
1003478,Local
1003479,Overseas
1003480,Local
1003482,Regional
1003483,Local
1003484,Local
1003486,Local
1003487,Local
1003488,Local
1003489,National
1003491,Overseas
1003492,Regional
1003493,Local
1003494,Local
1003495,Local
1003496,Local
1003497,National
1003500,National
1003502,National
1003503,Regional
1003504,Local
1003505,Regional
1003506,Regional
1003507,Local
1003508,Local
1003509,National
1003510,Local
1003511,Local
1003512,Local
1003513,Local
1003514,Local
1003515,Local
1003516,Overseas
1003517,Local
1003518,National and Overseas
1003519,National
1003520,Local
1003521,National
1003522,Local
1003525,National and Overseas
1003527,Local
1003530,National and Overseas
1003531,Regional
1003532,Regional
1003533,Regional
1003534,National and Overseas
1003535,Regional
1003536,National and Overseas
1003537,National
1003538,National
1003539,Local
1003540,Regional
1003541,National
1003542,Local
1003543,Regional
1003544,Local
1003545,Local
1003546,National
1003547,Regional
1003549,Local
1003551,Regional
1003552,National
1003554,Local
1003556,Local
1003557,Local
1003558,Local
1003559,Local
1003562,National
1003564,National
1003565,Local
1003566,Local
1003567,Local
1003568,Local
1003569,Regional
1003570,Local
1003572,Local
1003573,Local
1003574,Local
1003575,National and Overseas
1003576,National and Overseas
1003577,Local
1003579,Local
1003580,Regional
1003581,National
1003584,Local
1003585,Local
1003587,Regional
1003588,National
1003589,Local
1003591,Local
1003592,Regional
1003594,Regional
1003596,Local
1003598,Regional
1003599,Regional
1003600,National
1003601,Local
1003603,Local
1003604,Local
1003605,Local
1003606,National
1003607,National
1003609,Local
1003610,Local
1003611,Regional
1003612,Local
1003613,National and Overseas
1003614,Local
1003615,Local
1003616,National
1003617,Regional
1003619,Overseas
1003621,Regional
1003622,Regional
1003623,Local
1003624,Regional
1003625,Local
1003627,National
1003628,Local
1003630,Local
1003633,Local
1003634,Overseas
1003638,Local
1003640,Local
1003641,Local
1003643,Local
1003644,Regional
1003646,Local
1003647,Local
1003648,Regional
1003649,Regional
1003650,Local
1003651,National
1003652,National
1003656,Local
1003657,Local
1003658,Local
1003660,National
1003661,Local
1003662,Local
1003664,National
1003665,Local
1003666,National and Overseas
1003668,Local
1003671,Local
1003673,Regional
1003674,National
1003675,National
1003676,Local
1003677,National
1003679,Local
1003680,Local
1003681,Local
1003682,Local
1003684,Local
1003686,Regional
1003687,Local
1003688,Regional
1003689,Regional
1003690,Local
1003691,National and Overseas
1003693,Local
1003695,Local
1003697,Regional
1003698,Local
1003699,National
1003700,Local
1003702,Overseas
1003704,National and Overseas
1003706,Regional
1003707,Local
1003710,Local
1003712,National
1003715,Regional
1003716,National
1003719,Local
1003721,Local
1003722,Local
1003725,Local
1003727,Regional
1003729,Local
1003730,National
1003731,Local
1003732,Regional
1003733,Local
1003734,Local
1003735,Overseas
1003737,Local
1003738,National
1003739,Regional
1003740,Local
1003741,National
1003742,National and Overseas
1003743,Local
1003745,Local
1003746,Local
1003747,Local
1003748,National
1003749,Regional
1003750,Local
1003751,Local
1003752,National and Overseas
1003754,Local
1003755,Regional
1003756,Local
1003757,Regional
1003758,National and Overseas
1003759,Local
1003760,Local
1003762,Regional
1003764,Local
1003766,Local
1003767,Overseas
1003768,National
1003769,Local
1003770,Local
1003771,Regional
1003772,Regional
1003773,National
1003774,Local
1003775,National
1003777,Local
1003779,Local
1003780,Regional
1003782,Local
1003783,Local
1003784,Local
1003785,Local
1003787,Local
1003788,Regional
1003789,Local
1003790,Regional
1003791,Local
1003792,Local
1003793,Local
1003795,National and Overseas
1003796,National
1003798,Regional
1003799,Local
1003801,National
1003803,Local
1003804,Local
1003805,Regional
1003808,Local
1003809,National
1003812,Regional
1003813,Local
1003814,National
1003815,Regional
1003816,National
1003817,National
1003818,Regional
1003819,National
1003820,Regional
1003821,Local
1003822,Local
1003823,Local
1003824,Local
1003825,National
1003826,Local
1003827,Regional
1003828,National
1003829,National and Overseas
1003830,Local
1003831,National
1003832,Local
1003833,Local
1003834,Local
1003836,Regional
1003837,Local
1003839,Local
1003841,Overseas
1003842,Regional
1003843,Local
1003844,Regional
1003845,Overseas
1003847,National
1003849,Regional
1003851,Local
1003852,National
1003853,Local
1003854,Local
1003855,National
1003856,National
1003857,Local
1003859,National
1003860,Local
1003861,Regional
1003862,Regional
1003866,National and Overseas
1003867,Regional
1003869,Local
1003870,Regional
1003871,Local
1003873,Local
1003874,Local
1003875,Regional
1003877,National
1003879,Local
1003880,National
1003881,Regional
1003884,Local
1003886,Local
1003887,Regional
1003889,National
1003891,Local
1003894,Local
1003897,Local
1003898,Regional
1003899,Regional
1003900,Local
1003901,Local
1003902,Local
1003903,Local
1003904,National
1003905,National
1003906,Regional
1003907,Local
1003908,Local
1003909,National
1003910,National
1003911,Local
1003912,Regional
1003914,National and Overseas
1003915,Regional
1003916,Local
1003918,Local
1003919,Regional
1003920,Local
1003922,Regional
1003923,National
1003924,Local
1003926,Local
1003930,Local
1003931,Local
1003932,Local
1003934,Regional
1003936,National
1003938,Regional
1003939,National and Overseas
1003940,Regional
1003941,Local
1003942,Local
1003943,Local
1003944,National
1003946,Local
1003947,Regional
1003948,Regional
1003950,National
1003951,National and Overseas
1003954,Local
1003955,Regional
1003956,Regional
1003958,Local
1003960,Local
1003961,National
1003963,National
1003964,National
1003965,Local
1003967,Overseas
1003968,Local
1003969,National
1003970,Local
1003971,Regional
1003974,Local
1003975,Regional
1003976,Local
1003977,Local
1003978,Local
1003980,National
1003981,National
1003982,Overseas
1003983,Local
1003984,Local
1003986,Local
1003987,Regional
1003988,National
1003989,Local
1003990,Local
1003991,Local
1003992,Local
1003993,Local
1003994,Local
1003995,Local
1003996,Regional
1003997,National
1003998,Regional
1004000,Regional
1004001,Local
1004002,Local
1004003,Local
1004004,Local
1004005,National and Overseas
1004007,Local
1004009,National and Overseas
1004010,National and Overseas
1004011,Local
1004012,National
1004013,Local
1004015,Local
1004016,Local
1004017,Local
1004018,Local
1004019,Local
1004020,Local
1004022,Regional
1004023,Local
1004026,Local
1004027,Regional
1004028,Local
1004029,National
1004031,Regional
1004033,Local
1004034,Local
1004035,Local
1004037,National
1004038,Regional
1004040,Local
1004041,Local
1004042,Local
1004043,Regional
1004045,Local
1004047,National and Overseas
1004048,Local
1004052,Local
1004053,National and Overseas
1004055,Local
1004056,National
1004057,Local
1004058,National
1004059,Local
1004060,Regional
1004061,Overseas
1004062,Local
1004064,Local
1004066,Regional
1004067,Regional
1004068,National
1004069,Regional
1004070,Regional
1004071,Local
1004072,Local
1004073,National
1004074,Regional
1004075,Local
1004076,Regional
1004081,Local
1004082,Local
1004083,Regional
1004084,Regional
1004086,National
1004087,National
1004088,Regional
1004089,Local
1004090,Regional
1004091,Regional
1004094,Local
1004095,Regional
1004096,National
1004097,Regional
1004098,Local
1004099,Local
1004100,Local
1004101,Local
1004103,National
1004104,National
1004105,Local
1004106,Local
1004107,Regional
1004108,National
1004109,National and Overseas
1004110,Local
1004112,Local
1004114,Local
1004115,Local
1004116,Overseas
1004118,National and Overseas
1004119,Regional
1004120,Local
1004121,Overseas
1004122,Regional
1004123,Local
1004124,National
1004126,National
1004129,Overseas
1004131,Local
1004132,National
1004133,Local
1004135,Local
1004137,National
1004138,Regional
1004139,National
1004140,Regional
1004141,Local
1004142,National
1004145,Local
1004146,National
1004147,Local
1004152,National
1004155,Local
1004158,Local
1004160,National
1004161,Regional
1004163,Local
1004165,Local
1004166,Local
1004168,Regional
1004169,Local
1004170,National
1004173,Local
1004174,Local
1004176,Overseas
1004184,Local
1004185,National
1004186,Local
1004187,Overseas
1004188,Local
1004189,Local
1004190,Local
1004193,National
1004194,Regional
1004196,Local
1004198,Regional
1004199,National
1004200,National
1004202,Regional
1004203,National
1004204,Regional
1004205,National
1004206,Regional
1004207,Regional
1004208,National
1004209,Regional
1004210,Local
1004211,Local
1004213,National
1004216,Local
1004218,Local
1004219,National
1004220,Local
1004221,National and Overseas
1004222,Local
1004223,Local
1004224,Regional
1004228,Local
1004229,National
1004230,National
1004231,National and Overseas
1004240,Local
1004245,Local
1004246,Regional
1004247,National
1004248,Local
1004249,Regional
1004250,Local
1004251,Local
1004253,Regional
1004255,Regional
1004256,National
1004258,Local
1004259,Local
1004260,National
1004261,Local
1004262,Regional
1004263,Local
1004264,Local
1004266,Local
1004270,Local
1004275,Local
1004278,National and Overseas
1004282,Local
1004284,Regional
1004285,Local
1004289,Overseas
1004291,Overseas
1004308,National
1004311,National
1004321,Regional
1004327,National
1004330,Local
1004331,Local
1004332,Local
1004343,National and Overseas
1004345,Local
1004346,National
1004349,Regional
1004350,National and Overseas
1004352,National
1004354,National
1004355,Regional
1004356,Local
1004358,Local
1004359,Local
1004362,Local
1004363,Local
1004373,Local
1004374,National
1004375,Regional
1004377,Local
1004385,Local
1004386,Local
1004389,Local
1004390,Regional
1004392,Local
1004393,Local
1004398,Local
1004400,Local
1004402,Overseas
1004405,Local
1004407,National and Overseas
1004417,National and Overseas
1004422,Local
1004423,Regional
1004424,National
1004425,Regional
1004426,National
1004429,Regional
1004430,Regional
1004431,Regional
1004432,Regional
1004435,Local
1004442,Local
1004447,Regional
1004448,National
1004449,Regional
1004450,National
1004451,National
1004454,Local
1004457,National
1004458,Local
1004460,National
1004465,Local
1004466,Local
1004467,Local
1004468,National
1004469,Local
1004476,Local
1004477,Local
1004478,Local
1004480,Local
1004482,Local
1004484,National and Overseas
1004490,National
1004491,Local
1004492,Local
1004494,Local
1004496,Local
1004497,Local
1004498,Regional
1004502,National
1004506,Local
1004508,Regional
1004514,National
1004515,Local
1004517,National
1004518,Regional
1004520,National
1004526,Local
1004527,Overseas
1004528,Local
1004532,Local
1004533,National
1004534,Local
1004535,Local
1004536,Local
1004537,Regional
1004538,National
1004539,Local
1004541,Regional
1004546,National and Overseas
1004551,National
1004552,Local
1004561,Regional
1004565,National
1004578,National and Overseas
1004581,Regional
1004584,Local
1004585,Local
1004590,Local
1004592,Local
1004600,Regional
1004601,Regional
1004605,National
1004606,Regional
1004608,National
1004609,Regional
1004611,Regional
1004612,Local
1004613,Local
1004617,Local
1004618,National
1004620,National
1004621,National and Overseas
1004622,Local
1004624,Regional
1004625,Local
1004626,Local
1004629,Local
1004630,National
1004636,National
1004638,National and Overseas
1004645,Regional
1004652,Local
1004723,Local
