Type,Entity,Company Number,OSCAR CPID
Academy Trust,Dixons Allerton Academy,06775198,CAD022
Academy Trust,Djanogly Learning Trust,04544722,CAD022
Academy Trust,"Dominic Barberi Multi Academy Company, The",08453966,CAD022
Academy Trust,The Dorcan Academy,07831414,CAD022
Academy Trust,Dorchester Middle School,08059041,CAD022
Academy Trust,Accrington St Christopher's Church of England High School,07728029,CAD022
Academy Trust,Parklands High School,08151601,CAD022
Academy Trust,Dorchester Primary School,08433186,CAD022
Academy Trust,Open Thinking Partnership,08071851,CAD022
Academy Trust,Dorrington Academy Trust,08049062,CAD022
Academy Trust,Manor Oak Primary School,08752701,CAD022
Academy Trust,"Dove Family Academy Trust, The",07559302,CAD022
Academy Trust,Downend School,08395990,CAD022
Academy Trust,Dr Challoner's High School,07694530,CAD022
Academy Trust,The Duchy Academy Trust,08842867,CAD022
Academy Trust,Stamp Education Trust,07916297,CAD022
Academy Trust,"St John's (CE) Primary Academy Trust, Clifton",07745167,CAD022
Academy Trust,Dulwich Hamlet Educational Trust,07531811,CAD022
Academy Trust,"Dunham Trust, The",08120128,CAD022
Academy Trust,The Dunraven Educational Trust,07700362,CAD022
Academy Trust,Dunsville Primary Academy Trust,08237807,CAD022
Academy Trust,Bransgore Church of England Primary School,07803789,CAD022
Academy Trust,Countess Anne Church of England School,08658210,CAD022
Academy Trust,Durand Academy Trust,07345831,CAD022
Academy Trust,Durham Free School Limited,07959449,CAD022
Academy Trust,The Duston Education Trust,09299605,CAD022
Academy Trust,Durrington Multi Academy Trust,08895870,CAD022
Academy Trust,Holmer Green Senior School,07827237,CAD022
Academy Trust,DYRMS - An Academy with Military Traditions,07209122,CAD022
Academy Trust,The de Ferrers Trust,07442789,CAD022
Academy Trust,Dyson Perrins Church of England Academy,07703941,CAD022
Academy Trust,Jewish Community Academy Trust,07643890,CAD022
Academy Trust,Ousedale School,07647327,CAD022
Academy Trust,The Denbigh Alliance,07527108,CAD022
Academy Trust,E.L.I.T.E Academy Trust,08501167,CAD022
Academy Trust,Nottingham University Academy of Science and Technology,08240435,CAD022
Academy Trust,E-ACT,06526376,CAD022
Academy Trust,Parmiter's School,07662765,CAD022
Academy Trust,E-ACT Free Schools Trust,07610574,CAD022
Academy Trust,The Heyfordian School Trust,07926597,CAD022
Academy Trust,Eaglesfield Paddle CE Primary Academy,07635527,CAD022
Academy Trust,Stour Vale Academy Trust,07865663,CAD022
Academy Trust,Easington Academy,07990434,CAD022
Academy Trust,East Barnet School,07552702,CAD022
Academy Trust,Outwood Grange Academies Trust,06995649,CAD022
Academy Trust,South Suffolk Learning Trust,07682993,CAD022
Academy Trust,Youth Engagement Schools Trust,08827502,CAD022
Academy Trust,Day One Trust,08246407,CAD022
Academy Trust,East London Science School Trust,07962059,CAD022
Academy Trust,East London UTC Limited,07649596,CAD022
Academy Trust,Goose Green Education Trust,08149796,CAD022
Academy Trust,East Manchester Academy,06747095,CAD022
Academy Trust,East Midlands Education Trust,07530373,CAD022
Academy Trust,East Ravendale Church of England Primary School Academy,07809637,CAD022
Academy Trust,Eaton Bank Academy,08156927,CAD022
Academy Trust,The Hallam Schools' Partnership Academy Trust,08665067,CAD022
Academy Trust,Backwell School,07545681,CAD022
Academy Trust,Eaton Bray Academy,07556185,CAD022
Academy Trust,EBN Trust,07665550,CAD022
Academy Trust,The Eden Academy,08036395,CAD022
Academy Trust,Feversham Education Trust,07697587,CAD022
Academy Trust,The Edge Academy Trust,08829472,CAD022
Academy Trust,Landau Forte Charitable Trust,02387916,CAD022
Academy Trust,Education and Leadership Trust,08913502,CAD022
Academy Trust,Education Partnership Trust,07950891,CAD022
Academy Trust,The Education Village Academy Trust,07748248,CAD022
Academy Trust,Chew Stoke Church School,08165319,CAD022
Academy Trust,Edwin Jones Trust,08512105,CAD022
Academy Trust,Eggar's School,08036151,CAD022
Academy Trust,Eggbuckland Community College Academy Trust,08603078,CAD022
Academy Trust,The Education Alliance,07542211,CAD022
Academy Trust,"Engage Multi Academy Trust, The",08699493,CAD022
Academy Trust,"Engage, Enrich, Excel Academies",09279884,CAD022
Academy Trust,"Holy Family Education Trust, The",08962417,CAD022
Academy Trust,Enmore Church of England Primary School,07736180,CAD022
Academy Trust,Ace Learning,08681270,CAD022
Academy Trust,Hooe Primary Academy Trust,08319686,CAD022
Academy Trust,The Enquire Learning Trust,08056907,CAD022
Academy Trust,The Marlborough Science Academy Limited,08003969,CAD022
Academy Trust,EPA Multi Academy Trust (Excellent Partnerships Achieve),07896123,CAD022
Academy Trust,The Firs Lower School,07851337,CAD022
Academy Trust,Inspiring Schools Partnership,07557634,CAD022
Academy Trust,Herons' Moor Academy Trust,08141361,CAD022
Academy Trust,Erith School,07372222,CAD022
Academy Trust,Essa Foundation Academies Trust,06731593,CAD022
Academy Trust,Etone College,07847107,CAD022
Academy Trust,Etz Chaim Jewish Primary School Trust,07471707,CAD022
Academy Trust,Europa School UK,07649335,CAD022
Academy Trust,The Eveleigh LINK Academy Trust,08823327,CAD022
Academy Trust,Evendons Primary School Trust,08991357,CAD022
Academy Trust,Eversholt Academy Trust,07697481,CAD022
Academy Trust,Goldington Academy Trust,07557785,CAD022
Academy Trust,Everton in the Community Free School Trust,07664278,CAD022
Academy Trust,Every Child Matters Academy Trust,09700223,CAD022
Academy Trust,Wootton Primary School,08199843,CAD022
Academy Trust,Evolution Academy Trust,08158619,CAD022
Academy Trust,Evolution Schools Learning Trust,07596422,CAD022
Academy Trust,The Evolve Trust,07827747,CAD022
Academy Trust,Excalibur Academies Trust,08146633,CAD022
Academy Trust,Bridge Multi-academy Trust,07736425,CAD022
Academy Trust,Longhill Primary School,08684289,CAD022
Academy Trust,The Athelstan Trust,07699625,CAD022
Academy Trust,Exeter Mathematics School,08515877,CAD022
Academy Trust,Extol Academy Trust,08561360,CAD022
Academy Trust,Corpus Christi Catholic Academy Trust,07976019,CAD022
Academy Trust,Eynsham Partnership Academy,07939655,CAD022
Academy Trust,The Fallibroome Trust,07346144,CAD022
Academy Trust,Falmouth MAT,07695977,CAD022
Academy Trust,Fareham Academy,08549807,CAD022
Academy Trust,Faringdon Learning Trust,07977368,CAD022
Academy Trust,East Anglian Schools Trust Ltd,07667407,CAD022
Academy Trust,Farmor's School,07707979,CAD022
Academy Trust,Farnham Heath End School,08364273,CAD022
Academy Trust,Grand Union Multi Academy Trust,07800029,CAD022
Academy Trust,St Therese of Lisieux Catholic Multi Academy Trust,07973953,CAD022
Academy Trust,Leigh Trust,08779660,CAD022
Academy Trust,The Federation of Abbey Schools Academy Trust,07699775,CAD022
Academy Trust,The Fernwood Academy Trust,07597390,CAD022
Academy Trust,Ferrars Academy,08174123,CAD022
Academy Trust,Dilkes Academy,08249779,CAD022
Academy Trust,Christus Catholic Trust,08610377,CAD022
Academy Trust,The Ferrers School,08621334,CAD022
Academy Trust,Field Court Church of England Infant School,07740792,CAD022
Academy Trust,Hinkler Academies Trust,08479066,CAD022
Academy Trust,The FitzWimarc School Academy Trust,09434988,CAD022
Academy Trust,Finham Park Multi-academy Trust,07700317,CAD022
Academy Trust,Flamstead End School,08436788,CAD022
Academy Trust,Folkestone Academy,05115594,CAD022
Academy Trust,The Folkestone School for Girls Academy Trust,07882159,CAD022
Academy Trust,Folkestone St Mary's Church of England Primary Academy,08352159,CAD022
Academy Trust,Forest Academy,07400940,CAD022
Academy Trust,Forest Bridge School Ltd,08872579,CAD022
Academy Trust,The Forest School Academy Trust,08563159,CAD022
Academy Trust,GFM Education,07834711,CAD022
Academy Trust,Forest View Primary School,08322915,CAD022
Academy Trust,Forest Way School,07931627,CAD022
Academy Trust,Brentwood Community Academies Trust,09030028,CAD022
Academy Trust,Fosse Way Academy Ltd,07534695,CAD022
Academy Trust,The Sovereign Trust,09666511,CAD022
Academy Trust,Francis Combe Academy,06690528,CAD022
Academy Trust,Fred Longworth High School,07733109,CAD022
Academy Trust,Freeman's Endowed Church of England Junior Academy,08441736,CAD022
Academy Trust,Greenfield & Pulloxhill Academy,07719857,CAD022
Academy Trust,Fulham Boys School Limited,07650064,CAD022
Academy Trust,Fullbrook,07689140,CAD022
Academy Trust,Fulston Manor Academies Trust,07343725,CAD022
Academy Trust,Hillyfield Primary Academy,07470621,CAD022
Academy Trust,The Wroxham Foundation,08033193,CAD022
Academy Trust,Derby Pride Trust,07109892,CAD022
Academy Trust,St. John Paul II Multi Academy Company,08706247,CAD022
Academy Trust,Dunstone Education Trust,06960253,CAD022
Academy Trust,Furness Education Trust,06895426,CAD022
Academy Trust,Future Academies,06543442,CAD022
Academy Trust,Horbury Bridge St Johns Academy Trust,07966187,CAD022
Academy Trust,GLF Schools,07551959,CAD022
Academy Trust,Gloucester Academy Trust,07338898,CAD022
Academy Trust,Gloucestershire Learning Alliance,07690119,CAD022
Academy Trust,Glyne Gap School,08410002,CAD022
Academy Trust,Mayflower High School,07692668,CAD022
Academy Trust,Goddard Park Community Primary School Academy Trust,07351053,CAD022
Academy Trust,Grove Park Academies,08059055,CAD022
Academy Trust,Generations Multi Academy Trust,07759302,CAD022
Academy Trust,Bright Futures Learning Trust,07887259,CAD022
Academy Trust,Bacon's College,02490773,CAD022
Academy Trust,"RSA Academy at Tipton, The",06311127,CAD022
Academy Trust,Good Shepherd Catholic Primary & Nursery School,09918358,CAD022
Academy Trust,The Good Shepherd Multi Academy Trust,09341374,CAD022
Academy Trust,Gosford Hill School,08237106,CAD022
Academy Trust,Spiral Partnership Trust,08028375,CAD022
Academy Trust,Armthorpe Shaw Wood Academy Limited,08082204,CAD022
Academy Trust,Old Priory Junior Academy,07899313,CAD022
Academy Trust,Gotherington Primary School,07649769,CAD022
Academy Trust,John Port School,07564777,CAD022
Academy Trust,Acle Academy,08169571,CAD022
Academy Trust,BMAT Education,07843166,CAD022
Academy Trust,Grace Academy,04967658,CAD022
Academy Trust,"Kingswinford School and Science College, The",07844874,CAD022
Academy Trust,Graham James Primary Academy,08476253,CAD022
Academy Trust,The Grammar School of King Edward VI at Stratford-upon-Avon,07696173,CAD022
Academy Trust,Grange Academy,08397744,CAD022
Academy Trust,John Spendluffe Technology College,07683660,CAD022
Academy Trust,John Taylor MAT,07421140,CAD022
Academy Trust,The Grange Trust,09150608,CAD022
Academy Trust,Grasmere Academy,08132137,CAD022
Academy Trust,Grasvenor Avenue Infant School,08164849,CAD022
Academy Trust,Datchet St Mary's Church of England Primary Academy,07851937,CAD022
Academy Trust,Graveney Primary School,07847021,CAD022
Academy Trust,Graveney Trust,07687897,CAD022
Academy Trust,Great Academies Education Trust,06237630,CAD022
Academy Trust,Great Baddow High School,07662023,CAD022
Academy Trust,Barr View Primary & Nursery Academy,08144490,CAD022
Academy Trust,Cresco Multi Academy Trust,07692638,CAD022
Academy Trust,Windsor Learning Partnership,09409109,CAD022
Academy Trust,Learn Academies Trust,08095439,CAD022
Academy Trust,Great Oak Multi Academy Trust,07769026,CAD022
Academy Trust,Castlecombe Primary School,08754658,CAD022
Academy Trust,Great Corby School,07727695,CAD022
Academy Trust,Great Dalby Primary School,08391101,CAD022
Academy Trust,Great Malvern Academy Limited,07687029,CAD022
Academy Trust,Great Marlow School,07690054,CAD022
Academy Trust,Great Learners Trust,08927321,CAD022
Academy Trust,Omega Multi-academy Trust,08313108,CAD022
Academy Trust,The Great Schools Trust,07641004,CAD022
Academy Trust,Greater Manchester Sustainable Engineering UTC Limited,07652401,CAD022
Academy Trust,Green Lane Primary Academy Limited,08919795,CAD022
Academy Trust,Green Meadow Primary School,09333191,CAD022
Academy Trust,The Green School Trust,08608665,CAD022
Academy Trust,Hockley Heath Academy Trust,08104539,CAD022
Academy Trust,Green Spring Education Trust,07856680,CAD022
Academy Trust,Greenshaw Learning Trust,07633694,CAD022
Academy Trust,Greenwood Academies Trust,06864339,CAD022
Academy Trust,Greenway Academy,08116954,CAD022
Academy Trust,Bacup and Rawtenstall Grammar School,08205021,CAD022
Academy Trust,Greenwood Tree Academy Trust,08066324,CAD022
Academy Trust,REACH2Croydon Academy Trust,08126815,CAD022
Academy Trust,Great Heights Academy Trust,07465343,CAD022
Academy Trust,Greig City Academy,04220486,CAD022
Academy Trust,Truro & Penwith Academy Trust,08880841,CAD022
Academy Trust,Trust in Learning (Academies),08089704,CAD022
Academy Trust,Partners In Learning Academy Trust,09081030,CAD022
Academy Trust,Gretton Primary School,07836684,CAD022
Academy Trust,Acocks Green Primary School,08424090,CAD022
Academy Trust,Grove House School,08953180,CAD022
Academy Trust,Old Clee Primary Academy,08391057,CAD022
Academy Trust,Sherborne Area Schools' Trust,08130468,CAD022
Academy Trust,GTS Academy Trust,07698197,CAD022
Academy Trust,Athena-GEP Ltd,08303773,CAD022
Academy Trust,Guildford Education Partnership,07649091,CAD022
Academy Trust,Gumley House Convent School FCJ,07950851,CAD022
Academy Trust,Blackfen School for Girls,07974098,CAD022
Academy Trust,Guru Nanak Sikh Academy Limited,07416734,CAD022
Academy Trust,Guthlaxton Academy Trust,08243959,CAD022
Academy Trust,Sandye Place Academy,07563116,CAD022
Academy Trust,Haberdashers' Adams' Federation Trust,06548296,CAD022
Academy Trust,Haberdashers' Aske's Federation Trust,02535091,CAD022
Academy Trust,Empower Learning Academy Trust,07702119,CAD022
Academy Trust,Hackney New School Limited,07923624,CAD022
Academy Trust,Learning for Life Trust,09690231,CAD022
Academy Trust,Veritas Multi Academy Trust,09692191,CAD022
Academy Trust,Hadlow Rural Community School Limited,07645462,CAD022
Academy Trust,Hadleigh Infants and Nursery School (Academy),07698504,CAD022
Academy Trust,Crossacres Primary Academy,08899140,CAD022
Academy Trust,Hadleigh Junior School Academy Trust,07719938,CAD022
Academy Trust,Hackney UTC,07722672,CAD022
Academy Trust,Hadleigh High School,07657751,CAD022
Academy Trust,Compass Schools Trust,07644380,CAD022
Academy Trust,Kingsdown School,07697067,CAD022
Academy Trust,Halewood Academy Centre for Learning,07909397,CAD022
Academy Trust,Impact Education Multi Academy Trust,08529006,CAD022
Academy Trust,Hall Cross Academy Trust,07902880,CAD022
Academy Trust,Hall Green Secondary School,07892732,CAD022
Academy Trust,Richard Huish Trust,09320523,CAD022
Academy Trust,Perry Hall Multi-Academy Trust,08566185,CAD022
Academy Trust,Haltwhistle Community Campus,08624157,CAD022
Academy Trust,Hambleton Primary Academy Limited,07403335,CAD022
Academy Trust,Hammersmith Academy Trust,06397195,CAD022
Academy Trust,Hammond Academy,07679916,CAD022
Academy Trust,Hampton Academies Trust,09129775,CAD022
Academy Trust,Hampton Primary School Academy,07966182,CAD022
Academy Trust,Hampton St Mary Academy Trust,07956455,CAD022
Academy Trust,Castledon School Academy Trust,09425197,CAD022
Academy Trust,Hamstead Hall Academy Trust,08528845,CAD022
Academy Trust,The Greenwich Free School Group,07638748,CAD022
Academy Trust,Handsworth Wood Girls' Academy,08261780,CAD022
Academy Trust,Quaerere Academies Trust,06221748,CAD022
Academy Trust,Tove Learning Trust,07525820,CAD022
Academy Trust,Hanley and Upton Educational Trust,07690414,CAD022
Academy Trust,The Harlington and Sundon Academy Trust,08231721,CAD022
Academy Trust,The Pyramid Schools Trust,07668955,CAD022
Academy Trust,Harlow UTC,07653629,CAD022
Academy Trust,The Harmony Trust Ltd,08840373,CAD022
Academy Trust,ElmWey Learning Trust,09625982,CAD022
Academy Trust,Harris Federation,06228587,CAD022
Academy Trust,The Harrow Alternative Provision Academy Trust,07949213,CAD022
Academy Trust,Harrogate High School Academy Trust,08074099,CAD022
Academy Trust,Harrow High School,07695709,CAD022
Academy Trust,Mayflower Specialist School Academy Trust,09610951,CAD022
Academy Trust,Rye Academy Trust,08177657,CAD022
Academy Trust,The Harrowby/National Academies Trust,08105941,CAD022
Academy Trust,Hartlepool Aspire Trust,08604037,CAD022
Academy Trust,Ryhope Infant School Academy,09161532,CAD022
Academy Trust,Ryvers School,08060671,CAD022
Academy Trust,The Learning Trust,07523884,CAD022
Academy Trust,Wave Multi Academy Trust,08418341,CAD022
